Grupo;Codigo;Conta;Descricao;Saldo Anterior;Total de Debitos;Total de Creditos;Saldo Atual;Perc;Janeiro;%;Fevereiro;%;Marco;%;Abril;%;Maio;%;Junho;%;Julho;%;Agosto;%;Setembro;%;Outubro;%;Novembro;%;Dezembro;%
20;;1;RESULTADO LIQUIDO DO PERIODO;-105506,51;104014,83;118071,53;-119563,21;,00;-9169,13;,00;-5270,17;,00;-6701,64;,00;-4725,22;,00;-11288,30;,00;-4294,32;,00;-10871,74;,00;-7962,36;,00;-11710,19;,00;-16490,95;,00;-17022,49;,00;-14056,70;,00
20;A;3000000;RESULTADO OPERACIONAL BRUTO;-247059,82;87545,38;114041,85;-273556,29;,00;-19890,83;,00;-15355,23;,00;-20044,46;,00;-18226,87;,00;-21739,75;,00;-21694,81;,00;-20978,77;,00;-25754,50;,00;-27197,15;,00;-29413,64;,00;-26763,81;,00;-26496,47;,00
20;A;3100000;RECEITA OPERACIONAL LIQUIDA;-838449,44;17792,84;107378,92;-928035,52;,00;-51564,14;,00;-44974,80;,00;-58609,32;,00;-58810,65;,00;-83729,62;,00;-70587,92;,00;-92717,52;,00;-94755,38;,00;-114664,33;,00;-90037,22;,00;-77998,54;,00;-89586,08;,00
20;A;3110000;RECEITA DE VENDA MERCADORIAS E SERVICOS;-1014072,18;,00;107263,47;-1121335,65;,00;-65279,56;,00;-56175,45;,00;-73893,01;,00;-72905,77;,00;-99162,30;,00;-80931,87;,00;-114679,54;,00;-118348,13;,00;-136502,24;,00;-102199,97;,00;-93994,34;,00;-107263,47;,00
20;A;3111000;RECEITA BRUTA DE VENDAS;-1014072,18;,00;107263,47;-1121335,65;,00;-65279,56;,00;-56175,45;,00;-73893,01;,00;-72905,77;,00;-99162,30;,00;-80931,87;,00;-114679,54;,00;-118348,13;,00;-136502,24;,00;-102199,97;,00;-93994,34;,00;-107263,47;,00
20;A;3111001;VENDAS A VISTA;-375872,25;,00;37975,75;-413848,00;,00;-16303,79;,00;-22271,30;,00;-27558,43;,00;-27545,78;,00;-44872,03;,00;-38327,55;,00;-42317,52;,00;-48741,19;,00;-49356,68;,00;-30917,74;,00;-27660,24;,00;-37975,75;,00
20;A;3111002;VENDAS A PRAZO;-638199,93;,00;69287,72;-707487,65;,00;-48975,77;,00;-33904,15;,00;-46334,58;,00;-45359,99;,00;-54290,27;,00;-42604,32;,00;-72362,02;,00;-69606,94;,00;-87145,56;,00;-71282,23;,00;-66334,10;,00;-69287,72;,00
20;A;3120000;MERCADORIAS DEVOLVIDAS;44278,47;5862,72;,00;50141,19;,00;1427,53;,00;515,70;,00;1773,80;,00;1077,80;,00;1397,93;,00;1561,06;,00;9717,70;,00;9971,03;,00;5464,35;,00;5442,55;,00;5929,02;,00;5862,72;,00
20;A;3120001;DEVOLUCAO DE MERCADORIAS;44278,47;5862,72;,00;50141,19;,00;1427,53;,00;515,70;,00;1773,80;,00;1077,80;,00;1397,93;,00;1561,06;,00;9717,70;,00;9971,03;,00;5464,35;,00;5442,55;,00;5929,02;,00;5862,72;,00
20;A;3130000;IMPOSTOS S/VENDAS;131344,27;11930,12;115,45;143158,94;,00;12287,89;,00;10684,95;,00;13509,89;,00;13017,32;,00;14034,75;,00;8782,89;,00;12244,32;,00;13621,72;,00;16373,56;,00;6720,20;,00;10066,78;,00;11814,67;,00
20;A;3130001;ICMS;41873,49;1924,08;115,45;43682,12;,00;6249,53;,00;5488,73;,00;6674,79;,00;6273,53;,00;4862,24;,00;1286,63;,00;1636,46;,00;2674,52;,00;3713,44;,00;1642,19;,00;1371,43;,00;1808,63;,00
20;A;3130002;PIS S/FATURAMENTO;15959,58;1784,86;,00;17744,44;,00;1077,11;,00;926,89;,00;1219,23;,00;1202,95;,00;1636,18;,00;1337,17;,00;1892,21;,00;1952,74;,00;2258,29;,00;905,75;,00;1551,06;,00;1784,86;,00
20;A;3130003;COFINS S/FATURAMENTO;73511,20;8221,18;,00;81732,38;,00;4961,25;,00;4269,33;,00;5615,87;,00;5540,84;,00;7536,33;,00;6159,09;,00;8715,65;,00;8994,46;,00;10401,83;,00;4172,26;,00;7144,29;,00;8221,18;,00
20;A;3140000;CUSTO DE MERCADORIAS E SERVICOS;591389,62;69752,54;6662,93;654479,23;,00;31673,31;,00;29619,57;,00;38564,86;,00;40583,78;,00;61989,87;,00;48893,11;,00;71738,75;,00;69000,88;,00;87467,18;,00;60623,58;,00;51234,73;,00;63089,61;,00
20;A;3140001;CUSTO MERCADORIAS VENDIDAS;591389,62;69752,54;6662,93;654479,23;,00;31673,31;,00;29619,57;,00;38564,86;,00;40583,78;,00;61989,87;,00;48893,11;,00;71738,75;,00;69000,88;,00;87467,18;,00;60623,58;,00;51234,73;,00;63089,61;,00
20;A;4000000;DESPESAS OPERACIONAIS;140184,49;15081,56;1250,74;154015,31;,00;10842,80;,00;9764,84;,00;13241,49;,00;12262,00;,00;10698,70;,00;17880,80;,00;10717,61;,00;11915,62;,00;16582,76;,00;13447,14;,00;12830,73;,00;13830,82;,00
20;A;4100000;COMERCIAIS (I.II.III.IV);121092,16;12168,42;290,00;132970,58;,00;9699,88;,00;7866,91;,00;8567,25;,00;10535,66;,00;9100,85;,00;16680,64;,00;10136,16;,00;10495,27;,00;14810,63;,00;12106,98;,00;11091,93;,00;11878,42;,00
20;A;4111000;COMERCIAL (I);121092,16;11878,42;,00;132970,58;,00;9699,88;,00;7866,91;,00;8567,25;,00;10535,66;,00;9100,85;,00;16680,64;,00;10136,16;,00;10495,27;,00;14810,63;,00;12106,98;,00;11091,93;,00;11878,42;,00
20;A;4111001;SALARIOS E ORDENADOS;6075,23;561,00;,00;6636,23;,00;511,50;,00;561,00;,00;511,50;,00;615,23;,00;561,00;,00;561,00;,00;510,00;,00;561,00;,00;561,00;,00;561,00;,00;561,00;,00;561,00;,00
20;A;4111003;I N S S;-1,03;,00;,00;-1,03;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00;-1,03;,00;,00;,00
20;A;4111004;F G T S;5659,03;428,52;,00;6087,55;,00;,03;,00;,02;,00;,02;,00;629,69;,00;,01;,00;4846,87;,00;,02;,00;,02;,00;,02;,00;,02;,00;182,31;,00;428,52;,00
20;A;4111006;CORREIO (SELO/SEDEX);166,70;13,95;,00;180,65;,00;23,80;,00;23,80;,00;11,90;,00;,00;,00;25,00;,00;,00;,00;63,95;,00;,00;,00;,00;,00;,00;,00;18,25;,00;13,95;,00
