Grupo;Codigo;Conta;Descricao;Saldo Anterior;Total de Debitos;Total de Creditos;Saldo Atual;Perc;Janeiro;%;Fevereiro;%;Marco;%;Abril;%;Maio;%;Junho;%;Julho;%;Agosto;%;Setembro;%;Outubro;%;Novembro;%;Dezembro;%
20;;1;RESULTADO LIQUIDO DO PERIODO;-250362,74;,00;,00;-250362,74;,00;66681,30;,00;-139379,91;,00;-135964,04;,00;288357,97;,00;-246345,11;,00;-105470,16;,00;21757,21;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00
20;A;3000000;RESULTADO OPERACIONAL BRUTO;-870540,52;,00;,00;-870540,52;,00;-43813,34;,00;-213404,53;,00;-223859,97;,00;156121,64;,00;-379099,19;,00;-163026,83;,00;-3458,30;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00
20;A;3100000;RECEITA OPERACIONAL LIQUIDA;-7390761,91;,00;,00;-7390761,91;,00;-235733,84;,00;-1459559,02;,00;-1945045,92;,00;-1913028,15;,00;-1141009,86;,00;-691216,64;,00;-5168,48;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00
20;A;3110000;RECEITA DE VENDA MERCADORIAS E SERVICOS;-9407761,03;,00;,00;-9407761,03;,00;-300684,52;,00;-1598606,36;,00;-2120679,11;,00;-2063851,29;,00;-1380385,33;,00;-1937516,42;,00;-6038,00;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00
20;A;3111000;RECEITA BRUTA DE VENDAS;-9223220,18;,00;,00;-9223220,18;,00;-282487,34;,00;-1564753,17;,00;-2054160,22;,00;-2028763,95;,00;-1360338,08;,00;-1928698,42;,00;-4019,00;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00
20;A;3111001;VENDAS A VISTA;-1159,00;,00;,00;-1159,00;,00;,00;,00;-30,00;,00;,00;,00;,00;,00;,00;,00;,00;,00;-1129,00;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00
20;A;3111002;VENDAS A PRAZO;-565,00;,00;,00;-565,00;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00;-565,00;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00
20;A;3111011;VENDA MAQUINAS AGCO NOVOS;-6379689,22;,00;,00;-6379689,22;,00;,00;,00;-1003298,91;,00;-1560459,36;,00;-1484286,36;,00;-837305,20;,00;-1494339,39;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00
20;A;3111031;VENDA MAQ.IMPL OUTRAS MARCAS NOVOS;-933068,26;,00;,00;-933068,26;,00;-67050,00;,00;-41900,00;,00;-173700,00;,00;-63970,00;,00;-417800,00;,00;-168648,26;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00
20;A;3111041;VENDA MAQS E IMPLEM.AGCO USADOS;-611000,00;,00;,00;-611000,00;,00;-150000,00;,00;-315000,00;,00;,00;,00;-146000,00;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00
20;A;3111051;VENDA MAQ.IMPL.OUTRAS MARCAS USADOS;-225189,27;,00;,00;-225189,27;,00;,00;,00;,00;,00;,00;,00;-91189,27;,00;,00;,00;-134000,00;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00
20;A;3111061;VENDA OUTROS NEGOCIOS AGCO;-84366,43;,00;,00;-84366,43;,00;-841,00;,00;-3608,72;,00;-20746,66;,00;-11037,84;,00;-1300,49;,00;-46831,72;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00
20;A;3111062;VENDA OUTROS NEGOCIOS AGCO OFICINA;-33917,44;,00;,00;-33917,44;,00;-989,00;,00;-23847,50;,00;-4949,90;,00;-2015,18;,00;-1479,66;,00;-636,20;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00
20;A;3111063;VENDA OUTROS NEGOCIOS AGCO GARANTIA;-171,65;,00;,00;-171,65;,00;,00;,00;,00;,00;,00;,00;-101,53;,00;,00;,00;-70,12;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00
20;A;3111101;VENDA DE PECAS AGCO;-291733,96;,00;,00;-291733,96;,00;-15470,38;,00;-40033,99;,00;-78244,09;,00;-84627,50;,00;-45613,58;,00;-27744,42;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00
20;A;3111102;VENDA DE PECAS OFICINA AGCO;-227301,12;,00;,00;-227301,12;,00;-16036,67;,00;-48616,42;,00;-88032,10;,00;-48298,60;,00;-23339,11;,00;-2723,22;,00;-255,00;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00
20;A;3111103;VENDA DE PECAS GARANTIA AGCO;-15883,61;,00;,00;-15883,61;,00;-2501,39;,00;,00;,00;,00;,00;-5879,30;,00;,00;,00;-7502,92;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00
20;A;3111131;VENDAS DE PECAS OUTRAS MARCAS;-141774,03;,00;,00;-141774,03;,00;-8253,20;,00;-20296,10;,00;-49284,47;,00;-36876,10;,00;-9698,32;,00;-17365,84;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00
20;A;3111132;VENDA DE PECAS OFICINA OUTRAS MARCAS;-114864,43;,00;,00;-114864,43;,00;-1880,19;,00;-26691,41;,00;-53376,95;,00;-24342,08;,00;-3504,38;,00;-5069,42;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00
20;A;3111133;VENDA DE PECAS OUTRAS MARCAS GARANTIA;-4217,82;,00;,00;-4217,82;,00;-2615,26;,00;,00;,00;,00;,00;-552,34;,00;,00;,00;-1050,22;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00
20;A;3111151;VENDA DE LUBRIFICANTES;-104340,48;,00;,00;-104340,48;,00;-7780,06;,00;-25410,62;,00;-16322,12;,00;-19305,96;,00;-16638,84;,00;-18452,88;,00;-430,00;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00
20;A;3111152;VENDA DE LUBRIFICANTES OFICINA;-51007,60;,00;,00;-51007,60;,00;-9070,19;,00;-16019,50;,00;-9044,57;,00;-9746,84;,00;-3658,50;,00;-1828,00;,00;-1640,00;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00
20;A;3111153;VENDA DE LUBRIFICANTES GARANTIA;-2970,86;,00;,00;-2970,86;,00;,00;,00;,00;,00;,00;,00;-535,05;,00;,00;,00;-2435,81;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00
20;A;3114000;RECEITA BRUTA DE SERVICOS;-184540,85;,00;,00;-184540,85;,00;-18197,18;,00;-33853,19;,00;-66518,89;,00;-35087,34;,00;-20047,25;,00;-8818,00;,00;-2019,00;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00
20;A;3114211;RECEITA COM SERVICOS PRESTADOS A CLIENTES;-166285,59;,00;,00;-166285,59;,00;-15401,80;,00;-33853,19;,00;-59835,15;,00;-26331,20;,00;-20047,25;,00;-8798,00;,00;-2019,00;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00
