Grupo;Codigo;Conta;Descricao;Saldo Anterior;Total de Debitos;Total de Creditos;Saldo Atual;Perc;Janeiro;%;Fevereiro;%;Marco;%;Abril;%;Maio;%;Junho;%;Julho;%;Agosto;%;Setembro;%;Outubro;%;Novembro;%;Dezembro;%
20;;1;RESULTADO LIQUIDO DO PERIODO;-124438,02;142307,45;163062,12;-145192,69;,00;-4766,89;,00;-7773,78;,00;-19411,88;,00;-15899,40;,00;-10842,10;,00;5827,49;,00;-11825,82;,00;-15351,54;,00;-15100,92;,00;-19002,57;,00;-10290,61;,00;-20754,67;,00
20;A;3000000;RESULTADO OPERACIONAL BRUTO;-376224,72;123215,42;158839,10;-411848,40;,00;-21291,56;,00;-27910,82;,00;-40566,55;,00;-36571,49;,00;-38629,84;,00;-39753,64;,00;-34054,50;,00;-33656,35;,00;-32424,61;,00;-37791,74;,00;-33573,62;,00;-35623,68;,00
20;A;3100000;RECEITA OPERACIONAL LIQUIDA;-1504163,25;17698,46;157883,35;-1644348,14;,00;-83501,93;,00;-126495,89;,00;-161482,51;,00;-137969,14;,00;-154130,87;,00;-155587,76;,00;-127473,10;,00;-135666,58;,00;-135668,12;,00;-150950,25;,00;-135237,10;,00;-140184,89;,00
20;A;3110000;RECEITA DE VENDA MERCADORIAS E SERVICOS;-1719260,05;,00;157755,90;-1877015,95;,00;-93816,43;,00;-143727,54;,00;-182844,41;,00;-158846,68;,00;-175409,07;,00;-175908,65;,00;-145308,63;,00;-163044,13;,00;-154743,22;,00;-172472,73;,00;-153138,56;,00;-157755,90;,00
20;A;3111000;RECEITA BRUTA DE VENDAS;-1719260,05;,00;157755,90;-1877015,95;,00;-93816,43;,00;-143727,54;,00;-182844,41;,00;-158846,68;,00;-175409,07;,00;-175908,65;,00;-145308,63;,00;-163044,13;,00;-154743,22;,00;-172472,73;,00;-153138,56;,00;-157755,90;,00
20;A;3111001;VENDAS A VISTA;-828887,22;,00;76271,87;-905159,09;,00;-48870,75;,00;-75644,04;,00;-92074,52;,00;-73888,50;,00;-77591,69;,00;-78887,75;,00;-59736,32;,00;-73933,64;,00;-74636,63;,00;-90156,65;,00;-83466,73;,00;-76271,87;,00
20;A;3111002;VENDAS A PRAZO;-890372,83;,00;81484,03;-971856,86;,00;-44945,68;,00;-68083,50;,00;-90769,89;,00;-84958,18;,00;-97817,38;,00;-97020,90;,00;-85572,31;,00;-89110,49;,00;-80106,59;,00;-82316,08;,00;-69671,83;,00;-81484,03;,00
20;A;3120000;MERCADORIAS DEVOLVIDAS;27647,59;1362,20;,00;29009,79;,00;568,40;,00;1080,60;,00;1192,02;,00;3123,00;,00;3240,76;,00;1465,33;,00;1974,96;,00;9930,20;,00;1297,89;,00;2729,83;,00;1044,60;,00;1362,20;,00
20;A;3120001;DEVOLUCAO DE MERCADORIAS;27647,59;1362,20;,00;29009,79;,00;568,40;,00;1080,60;,00;1192,02;,00;3123,00;,00;3240,76;,00;1465,33;,00;1974,96;,00;9930,20;,00;1297,89;,00;2729,83;,00;1044,60;,00;1362,20;,00
20;A;3130000;IMPOSTOS S/VENDAS;187449,21;16336,26;127,45;203658,02;,00;9746,10;,00;16151,05;,00;20169,88;,00;17754,54;,00;18037,44;,00;18855,56;,00;15860,57;,00;17447,35;,00;17777,21;,00;18792,65;,00;16856,86;,00;16208,81;,00
20;A;3130001;ICMS;32609,09;1798,97;1,43;34406,63;,00;1157,81;,00;3310,52;,00;3588,95;,00;3464,62;,00;2266,04;,00;2747,25;,00;2619,43;,00;3346,31;,00;3855,18;,00;3228,59;,00;3024,39;,00;1797,54;,00
20;A;3130002;PIS S/FATURAMENTO;27611,74;2591,10;22,49;30180,35;,00;1528,19;,00;2289,62;,00;2957,59;,00;2548,78;,00;2813,28;,00;2873,17;,00;2361,09;,00;2514,24;,00;2483,38;,00;2775,11;,00;2467,29;,00;2568,61;,00
20;A;3130003;COFINS S/FATURAMENTO;127228,38;11946,19;103,53;139071,04;,00;7060,10;,00;10550,91;,00;13623,34;,00;11741,14;,00;12958,12;,00;13235,14;,00;10880,05;,00;11586,80;,00;11438,65;,00;12788,95;,00;11365,18;,00;11842,66;,00
20;A;3140000;CUSTO DE MERCADORIAS E SERVICOS;1127938,53;105516,96;955,75;1232499,74;,00;62210,37;,00;98585,07;,00;120915,96;,00;101397,65;,00;115501,03;,00;115834,12;,00;93418,60;,00;102010,23;,00;103243,51;,00;113158,51;,00;101663,48;,00;104561,21;,00
20;A;3140001;CUSTO MERCADORIAS VENDIDAS;1127938,53;105516,96;955,75;1232499,74;,00;62210,37;,00;98585,07;,00;120915,96;,00;101397,65;,00;115501,03;,00;115834,12;,00;93418,60;,00;102010,23;,00;103243,51;,00;113158,51;,00;101663,48;,00;104561,21;,00
