Grupo;Codigo;Conta;Descricao;Saldo Anterior;Total de Debitos;Total de Creditos;Saldo Atual;Perc;Janeiro;%;Fevereiro;%;Marco;%;Abril;%;Maio;%;Junho;%;Julho;%;Agosto;%;Setembro;%;Outubro;%;Novembro;%;Dezembro;%
20;;1;RESULTADO LIQUIDO DO PERIODO;-333139,61;459424,21;491294,83;-365010,23;,00;-4462,09;,00;-3782,21;,00;-31168,16;,00;-17599,95;,00;-43198,31;,00;-31984,64;,00;-48848,71;,00;-27774,50;,00;-50379,24;,00;-56827,91;,00;-17113,89;,00;-31870,62;,00
20;A;3000000;RESULTADO OPERACIONAL BRUTO;-865875,09;376914,24;402795,31;-891756,16;,00;-52122,58;,00;-53480,26;,00;-42669,03;,00;-69779,23;,00;-83499,98;,00;-85943,44;,00;-96799,08;,00;-86071,79;,00;-101937,85;,00;-112381,40;,00;-81190,45;,00;-25881,07;,00
20;A;3100000;RECEITA OPERACIONAL LIQUIDA;-3012728,91;102613,66;398440,81;-3308556,06;,00;-192222,01;,00;-193740,69;,00;-153162,94;,00;-267994,87;,00;-308433,73;,00;-312518,96;,00;-338383,82;,00;-290031,22;,00;-336936,01;,00;-350238,60;,00;-269066,06;,00;-295827,15;,00
20;A;3110000;RECEITA DE VENDA MERCADORIAS E SERVICOS;-3932256,05;,00;390850,55;-4323106,60;,00;-251106,56;,00;-249386,91;,00;-199014,68;,00;-349849,69;,00;-403608,91;,00;-408723,91;,00;-438707,44;,00;-381638,57;,00;-438520,15;,00;-456108,46;,00;-355590,77;,00;-390850,55;,00
20;A;3111000;RECEITA BRUTA DE VENDAS;-3932256,05;,00;390850,55;-4323106,60;,00;-251106,56;,00;-249386,91;,00;-199014,68;,00;-349849,69;,00;-403608,91;,00;-408723,91;,00;-438707,44;,00;-381638,57;,00;-438520,15;,00;-456108,46;,00;-355590,77;,00;-390850,55;,00
20;A;3111001;VENDAS A VISTA;-2215289,73;,00;164055,78;-2379345,51;,00;-132754,81;,00;-121064,44;,00;-112632,10;,00;-207383,13;,00;-233928,63;,00;-250290,17;,00;-245866,08;,00;-218649,64;,00;-244174,29;,00;-247711,46;,00;-200834,98;,00;-164055,78;,00
20;A;3111002;VENDAS A PRAZO;-1716966,32;,00;226794,77;-1943761,09;,00;-118351,75;,00;-128322,47;,00;-86382,58;,00;-142466,56;,00;-169680,28;,00;-158433,74;,00;-192841,36;,00;-162988,93;,00;-194345,86;,00;-208397,00;,00;-154755,79;,00;-226794,77;,00
20;A;3120000;MERCADORIAS DEVOLVIDAS;70853,44;8568,69;,00;79422,13;,00;7376,39;,00;2913,43;,00;2466,62;,00;6538,95;,00;10219,15;,00;7378,97;,00;4837,10;,00;8248,15;,00;5369,65;,00;6054,72;,00;9450,31;,00;8568,69;,00
20;A;3120001;DEVOLUCAO DE MERCADORIAS;70853,44;8568,69;,00;79422,13;,00;7376,39;,00;2913,43;,00;2466,62;,00;6538,95;,00;10219,15;,00;7378,97;,00;4837,10;,00;8248,15;,00;5369,65;,00;6054,72;,00;9450,31;,00;8568,69;,00
20;A;3130000;IMPOSTOS S/VENDAS;848673,70;94044,97;7590,26;935128,41;,00;51508,16;,00;52732,79;,00;43385,12;,00;75315,87;,00;84956,03;,00;88825,98;,00;95486,52;,00;83359,20;,00;96214,49;,00;99815,14;,00;77074,40;,00;86454,71;,00
20;A;3130001;ICMS;547334,73;58474,80;1365,11;604444,42;,00;32415,91;,00;33527,20;,00;28073,21;,00;48556,00;,00;54252,31;,00;57467,24;,00;61571,23;,00;54342,41;,00;62180,26;,00;64716,86;,00;50232,10;,00;57109,69;,00
20;A;3130002;PIS S/FATURAMENTO;53739,83;6346,99;1112,69;58974,13;,00;3405,36;,00;3425,64;,00;2727,63;,00;4772,83;,00;5476,26;,00;5593,00;,00;6049,34;,00;5175,51;,00;6066,14;,00;6260,29;,00;4787,83;,00;5234,30;,00
