Grupo;Codigo;Conta;Descricao;Saldo Anterior;Total de Debitos;Total de Creditos;Saldo Atual;Perc;Janeiro;%;Fevereiro;%;Marco;%;Abril;%;Maio;%;Junho;%;Julho;%;Agosto;%;Setembro;%;Outubro;%;Novembro;%;Dezembro;%
20;;1;RESULTADO LIQUIDO DO PERIODO;-242867,43;321704,28;329971,93;-251135,08;,00;-32573,04;,00;-35715,61;,00;-36740,54;,00;-16373,77;,00;-41524,11;,00;-23824,63;,00;-26804,20;,00;-17818,83;,00;2422,14;,00;11808,47;,00;-25723,31;,00;-8267,65;,00
20;A;3000000;RESULTADO OPERACIONAL BRUTO;-1058060,68;220980,91;304439,56;-1141519,33;,00;-95845,41;,00;-100933,91;,00;-116433,01;,00;-98373,48;,00;-108872,83;,00;-94186,71;,00;-110815,54;,00;-97229,39;,00;-79089,82;,00;-73085,64;,00;-83194,94;,00;-83458,65;,00
20;A;3100000;RECEITA OPERACIONAL LIQUIDA;-3037321,11;70028,57;302501,93;-3269794,47;,00;-283381,73;,00;-282933,85;,00;-324902,28;,00;-286786,20;,00;-317583,75;,00;-264199,44;,00;-319567,06;,00;-279511,73;,00;-221583,13;,00;-223908,33;,00;-232963,61;,00;-232473,36;,00
20;A;3110000;RECEITA DE VENDA MERCADORIAS E SERVICOS;-3920484,31;,00;301512,85;-4221997,16;,00;-360029,22;,00;-360530,83;,00;-415654,10;,00;-366943,60;,00;-413299,65;,00;-340887,99;,00;-414969,66;,00;-363168,95;,00;-289802,26;,00;-292001,84;,00;-303196,21;,00;-301512,85;,00
20;A;3111000;RECEITA BRUTA DE VENDAS;-3920484,31;,00;301512,85;-4221997,16;,00;-360029,22;,00;-360530,83;,00;-415654,10;,00;-366943,60;,00;-413299,65;,00;-340887,99;,00;-414969,66;,00;-363168,95;,00;-289802,26;,00;-292001,84;,00;-303196,21;,00;-301512,85;,00
20;A;3111001;VENDAS A VISTA;-1540333,44;,00;116664,21;-1656997,65;,00;-151765,58;,00;-132732,21;,00;-146440,01;,00;-123126,68;,00;-166873,35;,00;-139608,14;,00;-161475,66;,00;-161575,18;,00;-122323,91;,00;-128152,91;,00;-106259,81;,00;-116664,21;,00
20;A;3111002;VENDAS A PRAZO;-2380150,87;,00;184848,64;-2564999,51;,00;-208263,64;,00;-227798,62;,00;-269214,09;,00;-243816,92;,00;-246426,30;,00;-201279,85;,00;-253494,00;,00;-201593,77;,00;-167478,35;,00;-163848,93;,00;-196936,40;,00;-184848,64;,00
20;A;3120000;MERCADORIAS DEVOLVIDAS;70699,19;4178,00;,00;74877,19;,00;4897,34;,00;4931,36;,00;4677,24;,00;4869,95;,00;11885,88;,00;4583,84;,00;8940,74;,00;7369,70;,00;7255,53;,00;5611,57;,00;5676,04;,00;4178,00;,00
20;A;3120001;DEVOLUCAO DE MERCADORIAS;70699,19;4178,00;,00;74877,19;,00;4897,34;,00;4931,36;,00;4677,24;,00;4869,95;,00;11885,88;,00;4583,84;,00;8940,74;,00;7369,70;,00;7255,53;,00;5611,57;,00;5676,04;,00;4178,00;,00
20;A;3130000;IMPOSTOS S/VENDAS;812464,01;65850,57;989,08;877325,50;,00;71750,15;,00;72665,62;,00;86074,58;,00;75287,45;,00;83830,02;,00;72104,71;,00;86461,86;,00;76287,52;,00;60963,60;,00;62481,94;,00;64556,56;,00;64861,49;,00
