Grupo;Codigo;Conta;Descricao;Saldo Anterior;Total de Debitos;Total de Creditos;Saldo Atual;Perc;Janeiro;%;Fevereiro;%;Marco;%;Abril;%;Maio;%;Junho;%;Julho;%;Agosto;%;Setembro;%;Outubro;%;Novembro;%;Dezembro;%
20;;1;RESULTADO LIQUIDO DO PERIODO;-111485,86;116927,77;115900,57;-110458,66;,00;-10647,07;,00;-5629,60;,00;-16352,02;,00;-9731,24;,00;-7199,94;,00;-3728,55;,00;-24164,16;,00;-11771,36;,00;-3641,42;,00;-1884,04;,00;-16736,46;,00;1027,20;,00
20;A;3000000;RESULTADO OPERACIONAL BRUTO;-295621,49;103041,38;114852,19;-307432,30;,00;-25450,97;,00;-25592,57;,00;-32066,53;,00;-29093,45;,00;-23258,23;,00;-22769,48;,00;-33648,88;,00;-27882,51;,00;-20439,95;,00;-21595,57;,00;-33823,35;,00;-11810,81;,00
20;A;3100000;RECEITA OPERACIONAL LIQUIDA;-1010082,14;15867,86;112042,35;-1106256,63;,00;-79451,59;,00;-82690,52;,00;-100695,72;,00;-83681,59;,00;-74319,99;,00;-70456,76;,00;-120256,70;,00;-98029,16;,00;-97069,89;,00;-91849,49;,00;-111580,73;,00;-96174,49;,00
20;A;3110000;RECEITA DE VENDA MERCADORIAS E SERVICOS;-1179818,96;,00;105406,86;-1285225,82;,00;-98898,41;,00;-97341,55;,00;-120577,01;,00;-97200,10;,00;-85632,22;,00;-81393,10;,00;-143163,41;,00;-114919,28;,00;-112143,04;,00;-104837,94;,00;-123712,90;,00;-105406,86;,00
20;A;3111000;RECEITA BRUTA DE VENDAS;-1179818,96;,00;105406,86;-1285225,82;,00;-98898,41;,00;-97341,55;,00;-120577,01;,00;-97200,10;,00;-85632,22;,00;-81393,10;,00;-143163,41;,00;-114919,28;,00;-112143,04;,00;-104837,94;,00;-123712,90;,00;-105406,86;,00
20;A;3111001;VENDAS A VISTA;-486408,90;,00;39474,88;-525883,78;,00;-27199,76;,00;-36332,39;,00;-51219,28;,00;-38666,79;,00;-43424,61;,00;-44536,43;,00;-63652,02;,00;-48653,50;,00;-45007,96;,00;-49366,13;,00;-38350,03;,00;-39474,88;,00
20;A;3111002;VENDAS A PRAZO;-693410,06;,00;65931,98;-759342,04;,00;-71698,65;,00;-61009,16;,00;-69357,73;,00;-58533,31;,00;-42207,61;,00;-36856,67;,00;-79511,39;,00;-66265,78;,00;-67135,08;,00;-55471,81;,00;-85362,87;,00;-65931,98;,00
20;A;3120000;MERCADORIAS DEVOLVIDAS;47529,29;4158,49;,00;51687,78;,00;6422,15;,00;2447,60;,00;5030,92;,00;1546,81;,00;1864,30;,00;1857,65;,00;8521,40;,00;4271,65;,00;3145,24;,00;6090,76;,00;6330,81;,00;4158,49;,00
20;A;3120001;DEVOLUCAO DE MERCADORIAS;47529,29;4158,49;,00;51687,78;,00;6422,15;,00;2447,60;,00;5030,92;,00;1546,81;,00;1864,30;,00;1857,65;,00;8521,40;,00;4271,65;,00;3145,24;,00;6090,76;,00;6330,81;,00;4158,49;,00
20;A;3130000;IMPOSTOS S/VENDAS;122207,53;11709,37;6635,49;127281,41;,00;13024,67;,00;12203,43;,00;14850,37;,00;11971,70;,00;9447,93;,00;9078,69;,00;14385,31;,00;12618,47;,00;11927,91;,00;6897,69;,00;5801,36;,00;5073,88;,00
20;A;3130001;ICMS;30922,63;1971,54;55,03;32839,14;,00;4539,50;,00;3455,88;,00;4188,84;,00;3205,02;,00;1746,90;,00;1763,47;,00;1959,69;,00;2444,24;,00;1934,60;,00;3204,45;,00;2480,04;,00;1916,51;,00
20;A;3130002;PIS S/FATURAMENTO;9653,54;1737,95;1174,72;10216,77;,00;1513,90;,00;1560,79;,00;1902,48;,00;1564,43;,00;1373,73;,00;1304,87;,00;2213,80;,00;1814,92;,00;1782,65;,00;658,79;,00;-6036,82;,00;563,23;,00
20;A;3130003;COFINS S/FATURAMENTO;81631,36;7999,88;5405,74;84225,50;,00;6971,27;,00;7186,76;,00;8759,05;,00;7202,25;,00;6327,30;,00;6010,35;,00;10211,82;,00;8359,31;,00;8210,66;,00;3034,45;,00;9358,14;,00;2594,14;,00
20;A;3140000;CUSTO DE MERCADORIAS E SERVICOS;714460,65;87173,52;2809,84;798824,33;,00;54000,62;,00;57097,95;,00;68629,19;,00;54588,14;,00;51061,76;,00;47687,28;,00;86607,82;,00;70146,65;,00;76629,94;,00;70253,92;,00;77757,38;,00;84363,68;,00
20;A;3140001;CUSTO MERCADORIAS VENDIDAS;714460,65;87173,52;2809,84;798824,33;,00;54000,62;,00;57097,95;,00;68629,19;,00;54588,14;,00;51061,76;,00;47687,28;,00;86607,82;,00;70146,65;,00;76629,94;,00;70253,92;,00;77757,38;,00;84363,68;,00
20;A;4000000;DESPESAS OPERACIONAIS;158549,80;12705,53;732,68;170522,65;,00;12971,77;,00;15982,79;,00;10875,03;,00;15722,38;,00;11671,00;,00;14215,41;,00;12746,00;,00;15866,26;,00;15262,29;,00;18978,95;,00;14257,92;,00;11972,85;,00
20;A;4100000;COMERCIAIS (I.II.III.IV);118184,69;9730,79;309,17;127606,31;,00;9697,53;,00;12475,34;,00;7315,89;,00;11404,85;,00;9091,20;,00;11548,57;,00;9557,07;,00;13220,81;,00;11298,92;,00;11294,78;,00;11279,73;,00;9421,62;,00
20;A;4111000;COMERCIAL (I);118184,69;9730,79;309,17;127606,31;,00;9697,53;,00;12475,34;,00;7315,89;,00;11404,85;,00;9091,20;,00;11548,57;,00;9557,07;,00;13220,81;,00;11298,92;,00;11294,78;,00;11279,73;,00;9421,62;,00
20;A;4111004;F G T S;544,14;35,60;,00;579,74;,00;23,54;,00;,03;,00;,03;,00;73,75;,00;,02;,00;,03;,00;,03;,00;162,37;,00;,02;,00;,04;,00;284,28;,00;35,60;,00
20;A;4111006;CORREIO (SELO/SEDEX);,00;20,25;,00;20,25;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00;20,25;,00
20;A;4111007;PNEU/CAMARA/PROTETOR/RECAPAGEM;2244,61;152,02;,00;2396,63;,00;,00;,00;812,27;,00;40,00;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00;1392,34;,00;,00;,00;152,02;,00
20;A;4111010;PECAS/SERVICOS-REPAROS VEICULOS;16080,06;493,40;,00;16573,46;,00;298,80;,00;4593,44;,00;406,00;,00;537,08;,00;2025,92;,00;969,77;,00;1515,63;,00;2014,70;,00;1341,20;,00;1631,52;,00;746,00;,00;493,40;,00
20;A;4111011;COMBUSTIVEL (OLEO DIESEL/GASOLINA);30769,25;2818,97;,00;33588,22;,00;2531,14;,00;2542,66;,00;1612,00;,00;2172,65;,00;2180,85;,00;3411,94;,00;2636,39;,00;4076,41;,00;3415,49;,00;3010,71;,00;3179,01;,00;2818,97;,00
20;A;4111012;IMPOSTOS S/VEICULOS;1590,74;238,11;89,11;1739,74;,00;,00;,00;,00;,00;670,28;,00;,00;,00;,00;,00;,00;,00;592,82;,00;,00;,00;163,82;,00;,00;,00;163,82;,00;149,00;,00
20;A;4111013;VIAGENS E REFEICOES;2768,18;105,70;,00;2873,88;,00;217,05;,00;54,05;,00;54,77;,00;154,25;,00;580,84;,00;167,47;,00;404,90;,00;406,10;,00;386,85;,00;207,00;,00;134,90;,00;105,70;,00
20;A;4111014;PROPAGANDA E PUBLICIDADE;3920,00;530,64;,00;4450,64;,00;300,00;,00;300,00;,00;,00;,00;,00;,00;320,00;,00;320,00;,00;320,00;,00;320,00;,00;320,00;,00;320,00;,00;1400,00;,00;530,64;,00
20;A;4111017;FERRAMENTAS DE USO;,00;15,00;,00;15,00;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00;15,00;,00
20;A;4111018;ROUPAS PROFISSIONAIS;321,00;,00;,00;321,00;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00;261,00;,00;,00;,00;,00;,00;,00;,00;,00;,00;60,00;,00;,00;,00
20;A;4111019;MATERIAL DE EXPEDIENTE;3234,96;909,66;,00;4144,62;,00;269,43;,00;104,50;,00;85,95;,00;2,60;,00;23,85;,00;,00;,00;232,91;,00;1080,04;,00;228,02;,00;390,69;,00;816,97;,00;909,66;,00
20;A;4111020;ENERGIA;2379,11;,00;220,06;2159,05;,00;,00;,00;431,71;,00;,00;,00;197,87;,00;362,37;,00;185,39;,00;191,97;,00;251,13;,00;262,38;,00;270,51;,00;225,78;,00;-220,06;,00
20;A;4111021;COMUNICACOES (TELEFONE);3559,78;304,76;,00;3864,54;,00;292,12;,00;296,54;,00;297,66;,00;383,24;,00;300,21;,00;385,66;,00;366,47;,00;328,09;,00;307,49;,00;306,68;,00;295,62;,00;304,76;,00
20;A;4111023;ALUGUEIS;215,14;94,19;,00;309,33;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00;70,58;,00;,00;,00;144,56;,00;,00;,00;94,19;,00
20;A;4111024;CONSERVACAO E REPAROS IMOVEIS;4710,14;,00;,00;4710,14;,00;,00;,00;,00;,00;394,47;,00;1500,00;,00;367,00;,00;1546,36;,00;10,00;,00;621,32;,00;257,99;,00;,00;,00;13,00;,00;,00;,00
20;A;4111025;SEGUROS DIVERSOS;4860,62;440,88;,00;5301,50;,00;502,54;,00;503,04;,00;420,53;,00;428,19;,00;428,28;,00;428,45;,00;428,42;,00;428,42;,00;428,42;,00;428,42;,00;435,91;,00;440,88;,00
