Grupo;Codigo;Conta;Descricao;Saldo Anterior;Total de Debitos;Total de Creditos;Saldo Atual;Perc;Janeiro;%;Fevereiro;%;Marco;%;Abril;%;Maio;%;Junho;%;Julho;%;Agosto;%;Setembro;%;Outubro;%;Novembro;%;Dezembro;%
20;;1;RESULTADO LIQUIDO DO PERIODO;-146583,13;213094,91;209506,74;-142994,96;,00;-13286,15;,00;-11843,03;,00;-13922,51;,00;293,00;,00;-15028,83;,00;-24202,59;,00;-18761,24;,00;-16798,57;,00;-16933,91;,00;-7830,27;,00;-8269,03;,00;3588,17;,00
20;A;3000000;RESULTADO OPERACIONAL BRUTO;-294151,49;196138,20;206401,87;-304415,16;,00;-26971,42;,00;-25582,51;,00;-28641,86;,00;-20978,16;,00;-30906,16;,00;-34706,42;,00;-25569,00;,00;-29850,94;,00;-24449,32;,00;-21847,40;,00;-24648,30;,00;-10263,67;,00
20;A;3100000;RECEITA OPERACIONAL LIQUIDA;-995857,89;28393,88;203706,90;-1171170,91;,00;-76963,84;,00;-72343,49;,00;-99277,18;,00;-84901,67;,00;-102923,72;,00;-118519,03;,00;-85824,02;,00;-98580,57;,00;-87978,46;,00;-78127,84;,00;-90418,07;,00;-175313,02;,00
20;A;3110000;RECEITA DE VENDA MERCADORIAS E SERVICOS;-1168602,10;,00;203234,04;-1371836,14;,00;-89025,81;,00;-83888,37;,00;-116069,02;,00;-102857,56;,00;-117286,42;,00;-138192,48;,00;-101499,96;,00;-114035,28;,00;-103831,81;,00;-93861,17;,00;-108054,22;,00;-203234,04;,00
20;A;3111000;RECEITA BRUTA DE VENDAS;-1168602,10;,00;203234,04;-1371836,14;,00;-89025,81;,00;-83888,37;,00;-116069,02;,00;-102857,56;,00;-117286,42;,00;-138192,48;,00;-101499,96;,00;-114035,28;,00;-103831,81;,00;-93861,17;,00;-108054,22;,00;-203234,04;,00
20;A;3111001;VENDAS A VISTA;-401595,89;,00;40717,33;-442313,22;,00;-31840,28;,00;-34830,41;,00;-28087,89;,00;-37001,31;,00;-37544,78;,00;-45119,26;,00;-37994,67;,00;-36559,83;,00;-36570,85;,00;-36464,11;,00;-39582,50;,00;-40717,33;,00
20;A;3111002;VENDAS A PRAZO;-767006,21;,00;162516,71;-929522,92;,00;-57185,53;,00;-49057,96;,00;-87981,13;,00;-65856,25;,00;-79741,64;,00;-93073,22;,00;-63505,29;,00;-77475,45;,00;-67260,96;,00;-57397,06;,00;-68471,72;,00;-162516,71;,00
20;A;3120000;MERCADORIAS DEVOLVIDAS;33534,78;4273,22;,00;37808,00;,00;2527,71;,00;2249,53;,00;2687,85;,00;2108,65;,00;3438,22;,00;2710,02;,00;3527,62;,00;3837,90;,00;2287,50;,00;3976,21;,00;4183,57;,00;4273,22;,00
20;A;3120001;DEVOLUCAO DE MERCADORIAS;33534,78;4273,22;,00;37808,00;,00;2527,71;,00;2249,53;,00;2687,85;,00;2108,65;,00;3438,22;,00;2710,02;,00;3527,62;,00;3837,90;,00;2287,50;,00;3976,21;,00;4183,57;,00;4273,22;,00
20;A;3130000;IMPOSTOS S/VENDAS;139209,43;24120,66;472,86;162857,23;,00;9534,26;,00;9295,35;,00;14103,99;,00;15847,24;,00;10924,48;,00;16963,43;,00;12148,32;,00;11616,81;,00;13565,85;,00;11757,12;,00;13452,58;,00;23647,80;,00
20;A;3130001;ICMS;46187,78;5321,51;91,32;51417,97;,00;1248,97;,00;1535,67;,00;8470,50;,00;8638,50;,00;4264,83;,00;5016,20;,00;3600,81;,00;1765,88;,00;4623,20;,00;3351,53;,00;3671,69;,00;5230,19;,00
20;A;3130002;PIS S/FATURAMENTO;16687,72;3353,36;68,10;19972,98;,00;1477,92;,00;1384,16;,00;1004,83;,00;1285,86;,00;1187,94;,00;2131,17;,00;1524,70;,00;1757,22;,00;1595,27;,00;1548,71;,00;1789,94;,00;3285,26;,00
20;A;3130003;COFINS S/FATURAMENTO;76333,93;15445,79;313,44;91466,28;,00;6807,37;,00;6375,52;,00;4628,66;,00;5922,88;,00;5471,71;,00;9816,06;,00;7022,81;,00;8093,71;,00;7347,38;,00;6856,88;,00;7990,95;,00;15132,35;,00
20;A;3140000;CUSTO DE MERCADORIAS E SERVICOS;701706,40;167744,32;2694,97;866755,75;,00;49992,42;,00;46760,98;,00;70635,32;,00;63923,51;,00;72017,56;,00;83812,61;,00;60255,02;,00;68729,63;,00;63529,14;,00;56280,44;,00;65769,77;,00;165049,35;,00
20;A;3140001;CUSTO MERCADORIAS VENDIDAS;701706,40;167744,32;2694,97;866755,75;,00;49992,42;,00;46760,98;,00;70635,32;,00;63923,51;,00;72017,56;,00;83812,61;,00;60255,02;,00;68729,63;,00;63529,14;,00;56280,44;,00;65769,77;,00;165049,35;,00
20;A;4000000;DESPESAS OPERACIONAIS;136747,23;14757,75;657,28;150847,70;,00;13542,12;,00;10000,64;,00;12603,28;,00;14663,31;,00;11936,80;,00;12950,75;,00;11322,75;,00;12313,57;,00;8148,57;,00;13566,09;,00;15699,35;,00;14100,47;,00
20;A;4100000;COMERCIAIS (I.II.III.IV);108325,67;10714,62;143,58;118896,71;,00;11797,84;,00;8060,27;,00;10432,69;,00;10785,94;,00;9162,95;,00;10338,58;,00;8410,92;,00;9392,17;,00;5899,23;,00;11057,01;,00;12988,07;,00;10571,04;,00
20;A;4111000;COMERCIAL (I);108325,67;10662,98;91,94;118896,71;,00;11797,84;,00;8060,27;,00;10432,69;,00;10785,94;,00;9162,95;,00;10338,58;,00;8410,92;,00;9392,17;,00;5899,23;,00;11057,01;,00;12988,07;,00;10571,04;,00
20;A;4111001;SALARIOS E ORDENADOS;561,00;,00;,66;560,34;,00;561,00;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00;-,66;,00
20;A;4111003;I N S S;,00;,00;91,28;-91,28;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00;-91,28;,00
20;A;4111004;F G T S;447,97;,03;,00;448,00;,00;,03;,00;,04;,00;,01;,00;,03;,00;,04;,00;,03;,00;,04;,00;,04;,00;,03;,00;218,87;,00;228,81;,00;,03;,00
20;A;4111006;CORREIO (SELO/SEDEX);1,10;,00;,00;1,10;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00;1,10;,00;,00;,00;,00;,00;,00;,00;,00;,00
20;A;4111007;PNEU/CAMARA/PROTETOR/RECAPAGEM;2652,52;,00;,00;2652,52;,00;,00;,00;,00;,00;,00;,00;,00;,00;652,00;,00;,00;,00;,00;,00;,00;,00;,00;,00;1865,52;,00;135,00;,00;,00;,00
